itemid,shopid,product_name,stock,sold,historical_sold,brand,catid,price,price_min,price_max,shop_name,follower_count,products,rating_normal,rating_bad,rating_good,item_count,rating_star,response_time,response_rate,Unisex,Female,Male,color,size,kimono,kaki,jean,bomber,cardigan,sơ mi,gió/dù/jacket,blazer,croptop/gile,thể thao,áo khoác phao/áo phao,nỉ/hoodie,denim,dạ/lông,len,da,chống nắng,thun,lửng,time_summer,time_winter,location_encoded
15610430045,450960621,Áo khoác sát nách cổ đứng mặc được hai mặt dáng rộng thời trang thu đông dành cho nam,1741,8,52,0,100011,3350000,3350000,3350000,huangxb.vn,2195,503,214,140,4625,503,4.720534,5880.0,84,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,13082596,50.45626510934952
10029381221,450960621,Áo khoác gió dáng rộng có nón thời trang thu đông cho nam,2041,22,574,0,100011,1980000,1980000,2090000,huangxb.vn,2195,503,214,140,4625,503,4.720534,5880.0,84,0,0,1,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19880019,18297000,51.38393611476849
11556104332,450960621,Áo khoác dáng rộng có mũ trùm đầu thời trang thu đông dành cho nam,666,67,450,0,100011,1990000,1990000,1990000,huangxb.vn,2195,503,214,140,4625,503,4.720534,5880.0,84,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,17990745,42.09142922119013
9990981522,450960621,Áo khoác tay dài có mũ trẻ trung sành điệu dễ phối đồ cho nam,1556,3,172,0,100011,2150000,2150000,2150000,huangxb.vn,2195,503,214,140,4625,503,4.720534,5880.0,84,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19187617,18297000,50.8472431746785
10981776929,450960621,Áo Khoác Nam Dài Tay Có Mũ Thời Trang Thu Đông Mới,1429,0,7,0,100011,2850000,2850000,2850000,huangxb.vn,2195,503,214,140,4625,503,4.720534,5880.0,84,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,9908316,42.09142922119013
22800340131,376843035,Áo khoác Nike dù 2 lớp chính hãng logo thêu BIG LOGO SWOOSH SP001203,3073,11,12,0,100011,1481800,1481800,1481800,Valent store,198,45,0,0,68,45,4.939394,1534.0,93,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1471368,324.14989264559887
14893157653,376843035,"Áo khoác NIKE chính hãng logo chất gió thể thao, Áo jacket dù Nike sport loại 1 SP001192",400,20,22,0,100011,1390000,1390000,1390000,Valent store,198,45,0,0,68,45,4.939394,1534.0,93,1,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,776735,2529000,324.14989264559887
21947728691,376843035,"Áo Khoác Nike dù thu đông, logo in cao cấp unisex loại 1",400,12,14,0,100017,1390000,1390000,1390000,Valent store,198,45,0,0,68,45,4.939394,1534.0,93,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1026404,2529000,329.5219575852767
14293017698,376843035,Áo khoác cadigan nỉ thêu chữ viền xanh form rộng thu đông Hàn Quốc,3332,11,11,0,100017,1481800,1481800,1481800,Valent store,198,45,0,0,68,45,4.939394,1534.0,93,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1007812,2529000,325.87231721896677
13596687917,376843035,"Áo khoác phao nhung tăm ,Áo phao Unisex cổ lọ oversize thu đông 2022",8,5,7,0,100011,5460000,5460000,5460000,Valent store,198,45,0,0,68,45,4.939394,1534.0,93,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517302,2529000,324.14989264559887
14492426886,376843035,"Áo khoác da crotop cổ bẻ, Áo da nữ bấm khuy tỉ tỉ trung quốc",3454,0,1,0,100017,1990000,1990000,1990000,Valent store,198,45,0,0,68,45,4.939394,1534.0,93,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2139015,2529000,325.87231721896677
21339766386,376843035,"Áo khoác bomber chữ A , Áo khoác bomber unisex độc lạ dáng thu - đông 2022",200,0,2,0,100011,1552000,1552000,1552000,Valent store,198,45,0,0,68,45,4.939394,1534.0,93,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2947878,2529000,324.14989264559887
18449768706,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ GẤU SCRUB PHONG CÁCH CAO CẤP MỚI - DUBAI FASHION,17990,6,7,0,100011,450000,450000,800000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458173,2529000,202.59421163181963
21249098691,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ HÌNH GẤU TRÚC PANDA SIÊU HOT TREND 2022 - DUBAI FASHION,11997,2,2,0,100011,495000,495000,880000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699514,2529000,199.70026163809104
20849098994,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ HÌNH GẤU TRÚC PANDA XỊN SÒ MỚI - DUBAI FASHION,11998,2,2,0,100011,495000,495000,880000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699671,2529000,199.70026163809104
21951192829,771670508,"ÁO HOODIE NAM NỮ, ÁO KHOÁC NỈ IN CHỮ PEACE STAR FROM RỘNG DÀI TAY HOT TREND 2022 - DUBAI FASHON",17995,4,4,0,100011,450000,450000,800000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113923,2529000,202.59421163181963
18049768425,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ GẤU SCRUB SÀNH ĐIỆU NEW - DUBAI FASHION,17994,3,3,0,100011,450000,450000,800000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458022,2529000,191.13745371984197
21549783670,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ IN HÌNH NASA PHONG CÁCH HOT 2022 - DUBAI FASHION,11992,5,5,0,100011,450000,450000,800000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454458,2529000,174.87541568550495
21149779535,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ IN HÌNH EVISU PHONG CÁCH CAO CẤP MỚI - DUBAI FASHION,11995,3,3,0,100011,450000,450000,800000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455341,2529000,191.13745371984197
19549102716,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ IN HÌNH QUỶ NGẬM KIẾM PHONG CÁCH VIP PRO - DUBAI FASHION,5999,1,1,0,100011,495000,495000,880000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699100,2529000,199.70026163809104
18052607839,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ SAD BOIZ PHONG CÁCH CAO CẤP MỚI - DUBAI FASHION,5997,1,1,0,100011,450000,450000,800000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118745,174.87541568550495
15693182913,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ IN HÌNH XƯƠNG NGƯỜI PHONG CÁCH HOT MÙA HÈ MÙA THU ĐÔNG - DUBAI FASHION,11999,1,1,0,100011,495000,495000,880000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712114,2529000,191.13745371984197
21149780238,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ IN HÌNH NASA PHONG CÁCH CAO CẤP MỚI - DUBAI FASHION,11999,1,1,0,100011,450000,450000,800000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455077,2529000,199.70026163809104
19749113254,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ MA CUTE SÀNH ĐIỆU HOT TREND 2022 - DUBAI FASHION,11999,1,1,0,100011,495000,495000,880000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697324,2529000,191.13745371984197
16486123136,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ KÌ LÂN SÀNH ĐIỆU HOT TREND 2022 - DUBAI FASHION,11999,1,1,0,100011,495000,495000,880000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713151,2529000,202.59421163181963
18949102546,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ IN HÌNH QUỶ NGẬM KIẾM PHONG CÁCH CAO CẤP MỚI - DUBAI FASHION,5999,1,1,0,100011,495000,495000,880000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699234,2529000,202.59421163181963
19949862245,771670508,"ÁO HOODIE NAM NỮ, ÁO KHOÁC NỈ IN HÌNH CÁ CHÉP ĐỎ FROM RỘNG DÀI TAY PHONG CÁCH SANG CHẢNH VIP - DUBAI FASHON",11999,1,1,0,100011,450000,450000,800000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439896,2529000,174.87541568550495
21949790591,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ 2 KID PHOM FROM RỘNG CAO CẤP - DUBAI FASHION,23999,1,1,0,100011,450000,450000,800000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453141,2529000,174.87541568550495
21049142871,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ ESSENTINAIS SÀNH ĐIỆU HOT TREND 2022 - DUBAI FASHION,17999,1,1,0,100011,495000,495000,880000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691855,2529000,191.13745371984197
21949865489,771670508,ÁO KHOÁC HOODIE CÓ CÚC NÚT TO LOGO ULZZANG NAM NỮ UNISEX CHẤT NỈ DÀY PHOM FROM RỘNG XINH XẮN DỄ THƯƠNG - DUBAI FASHION,11998,1,2,0,100017,450000,450000,800000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438962,2529000,202.59421163181963
18949096570,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ HÌNH GẤU TRÚC PANDA SÀNH ĐIỆU HOT TREND 2022 - DUBAI FASHION,11999,1,1,0,100011,495000,495000,880000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700318,2529000,202.59421163181963
19251247390,771670508,ÁO KHOÁC BOMBER CHỐNG NẮNG NAM NỮ SỐ 08 CHẤT NỈ PHONG CÁCH BÓNG CHÀY THỜI TRANG CAO CẤP HÀN QUỐC - DUBAI FASHION,5999,1,1,0,100011,600000,600000,900000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94112,2529000,174.87541568550495
21849768324,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ GẤU SCRUB SANG CHẢNH VIP - DUBAI FASHION,17999,1,1,0,100011,450000,450000,800000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457596,2529000,174.87541568550495
21449038975,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ HÌNH XƯƠNG NGƯỜI PHONG CÁCH CAO CẤP MỚI - DUBAI FASHION,11999,1,1,0,100011,495000,495000,880000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712278,2529000,191.13745371984197
20149048954,771670508,ÁO KHOÁC HOODIE NAM NỮ UNISEX CHẤT NỈ HÌNH EVISU PHONG CÁCH HOT TREND MÙA HÈ MÙA THU ĐÔNG - DUBAI FASHION,11999,1,1,0,100011,495000,495000,880000,dubaishop9999,32,1334,0,1,19,1334,4.777778,16351.0,30,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710557,2529000,199.70026163809104
20852968010,332297004,Áo Khoác nữ jeans rách tay cọc croptop cực chất siêu hot siêu xinh kèm ảnh thật 100%,15,0,1,0,100017,1790000,1790000,1790000,MY SHOP clothing,146,114,1,1,14,114,4.5625,2057.0,94,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014430,132.41778864323507
11472680478,593635023,Áo khoác cardigan dệt kim cổ tròn mềm mại màu trơn xoắn phong cách Hàn Quốc,14995,0,3,0,100017,2396260,2396260,2396260,Wboutique.store.vn,2729,389,14,11,301,389,4.695385,11629.0,81,1,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,14409284,50.8472431746785
12851703289,593635023,Áo khoác nữ tay dài dáng rộng thời trang phong cách,4998,0,2,0,100017,2682000,2682000,2682000,Wboutique.store.vn,2729,389,14,11,301,389,4.695385,11629.0,81,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,14409826,50.8472431746785
18038830892,593635023,Áo Khoác cardigan Dệt Kim Dáng Rộng Thời Trang Hàn Quốc Cho Nữ,15999,1,1,0,100017,4971400,4971400,4971400,Wboutique.store.vn,2729,389,14,11,301,389,4.695385,11629.0,81,0,1,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3206953,2529000,50.45626510934952
12367177316,593635023,[Spot] Áo khoác len dáng rộng thời trang hàn quốc,3196,4,9,0,100017,2652430,2652430,2652430,Wboutique.store.vn,2729,389,14,11,301,389,4.695385,11629.0,81,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15768000,10029701,42.09142922119013
18953244432,593635023,[spot] Áo Khoác Phao Dày Giữ Ấm Cổ Lông Ghép Nối Kẻ Sọc Kim Cương Phiên Bản Hàn Quốc Thời Trang Cho Nữ,2399,1,1,0,100017,3286350,3286350,3286350,Wboutique.store.vn,2729,389,14,11,301,389,4.695385,11629.0,81,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925219,50.8472431746785
10272850387,593635023,Áo khoáclen dáng rộng phong cách Hàn Quốc thời trang,2700,0,5,0,100017,2473210,2473210,2473210,Wboutique.store.vn,2729,389,14,11,301,389,4.695385,11629.0,81,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15768000,14324269,51.38393611476849
21639283867,593635023,[Spot] Áo Khoác cardigan Dệt Kim Mỏng Cổ Đứng Mềm Mại Tươi Tắn Đơn Giản Thời Trang Hàn Quốc Ngọt Ngào Dành Cho Bạn Nữ,23620,2,2,0,100017,2700100,2700100,2700100,Wboutique.store.vn,2729,389,14,11,301,389,4.695385,11629.0,81,0,1,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3110615,2529000,50.8472431746785
18140913219,593635023,[Spot] Áo Khoác cardigan Dệt Kim Mỏng Dài Qua Gối Cổ Chữ V Màu Trơn Phong Cách Hàn Quốc Đơn Giản Hợp Thời Trang,6616,0,1,0,100017,3315000,3315000,3315000,Wboutique.store.vn,2729,389,14,11,301,389,4.695385,11629.0,81,1,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2687109,2529000,42.09142922119013
18639768030,593635023,Áo Khoác Len Khóa Kéo Thời Trang Dành Cho Nữ,3999,0,1,0,100017,2398600,2398600,2398600,Wboutique.store.vn,2729,389,14,11,301,389,4.695385,11629.0,81,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948215,2529000,42.09142922119013
13757652636,593635023,Áo khoác vest màu nâu phong cách Hàn Quốc,1477,0,3,0,100017,2586640,2586640,2586640,Wboutique.store.vn,2729,389,14,11,301,389,4.695385,11629.0,81,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,12773648,51.38393611476849
13667163035,593635023,[Spot] Phiên bản Hàn Quốc của áo khoác len dáng rộng nữ thu đông mới,1995,0,2,0,100017,2150140,2150140,2150140,Wboutique.store.vn,2729,389,14,11,301,389,4.695385,11629.0,81,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15768000,10029409,42.09142922119013
10876051678,575962585,Áo khoác giả lông thỏ dày dặn mềm mại có mũ trùm tai gấu dễ thương thời trang thu đông cho nữ,24990,5,7,0,100017,4348750,4348750,4701490,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15768000,12781158,51.38393611476849
11368470173,575962585,Áo khoác đệm cotton cổ đứng phong cách Hàn Quốc thời trang mùa đông cho nữ 2021,19997,1,4,0,100017,4862260,4862260,4862260,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,15336733,51.38393611476849
12941799880,575962585,Áo khoác dáng rộng cổ phối lông phong cách Hàn Quốc thời trang cho nữ 2021,14998,1,2,0,100017,7290830,7290830,8109830,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15768000,15599931,50.8472431746785
12246894662,575962585,[Spot goods] Áo khoác phao dáng ngắn dày dặn phong cách Hàn Quốc thời trang mùa đông mới 2021 dành cho nữ,8974,8,16,0,100017,6280040,6280040,6280040,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,15007302,50.45626510934952
12742641559,575962585,Áo khoác phao đệm cotton dày dáng rộng phong cách Hàn Quốc thời trang mùa đông cho nữ 2021,9900,3,6,0,100017,4626320,4626320,4626320,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,15506892,51.38393611476849
13139285300,575962585,Áo khoác cotton lót nhung dày dáng ngắn thời trang thu đông mới cho nữ 2021,6581,9,15,0,100017,5409940,5409940,5409940,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,15951943,51.38393611476849
9696212346,575962585,Áo khoác cotton dày dáng rộng phong cách Hàn Quốc thời trang mùa đông mới cho nữ 2021【11Month5Day After】,15998,0,3,0,100017,4244180,4244180,6852890,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,15600335,51.38393611476849
14728055128,575962585,Áo khoác phao lót nhung dày dặn thời trang cho học sinh,15982,0,2,0,100017,3904650,3904650,3904650,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,10618184,42.09142922119013
12641092880,575962585,Áo khoác lông dáng ngắn phối khóa kéo phong cách Hàn Quốc thời trang cho nữ,15831,1,7,0,100017,5693940,5693940,5693940,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15768000,15690291,50.45626510934952
15710374217,575962585,Set áo khoác len cổ thủy thủ + chân váy phong cách Hàn Quốc năm mới thời trang cho nữ (có bán lẻ),14213,0,19,0,100017,3310280,3310280,4659200,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15768000,13090561,50.8472431746785
11466860622,575962585,Áo khoác phao đệm cotton phong cách Hàn Quốc dành cho nữ,1782,1,8,0,100017,5398190,5398190,5398190,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,15636009,50.45626510934952
12842649136,575962585,Áo khoác phao dáng dài thời trang mùa đông cho nam 2021,23980,3,18,0,100011,6751100,6751100,6751100,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,15505742,50.45626510934952
12341846791,575962585,Áo khoác phao cotton dày dáng rộng phong cách Hàn Quốc cho nữ 2021,7997,1,6,0,100017,6232490,6232490,6232490,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15768000,15595211,51.38393611476849
10969970951,575962585,Áo khoác da cotton dày dặn thời trang mùa đông cho nữ 11Month5Day After,1951,0,1,0,100017,7272670,7272670,7272670,Khuyến khích,2871,162,32,26,761,162,4.737948,10915.0,86,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15768000,15005715,50.45626510934952
20751230420,304859479,Áo khoác nỉ trần bông - Áo khoác Bomber họa tiết quả trám hàng siêu đẹp,48,5,5,0,100017,2850000,2850000,2850000,lilys_store,3548,130,0,2,353,130,4.971154,1662.0,92,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100536,2529000,339.78366065839884
15335843595,304859479,Áo khoác dạ dáng dài khoét eo- Hàng cao cấp chất dạ dày dặn đứng form,293,1,16,0,100017,9200000,9200000,9200000,lilys_store,3548,130,0,2,353,130,4.971154,1662.0,92,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15768000,9559254,324.14989264559887
12830476597,304859479,"Áo khoác jean - Áo khoác bò, áo khoác denim freesize chất đanh mịn loại đẹp",34,18,122,0,100017,2650000,2650000,2650000,lilys_store,3548,130,0,2,353,130,4.971154,1662.0,92,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15768000,16980668,329.5219575852767
17186897432,304859479,Áo khoác dạ cúc bọc - Áo khoác dạ xanh rêu hàng Quảng Châu cao cấp,294,1,1,0,100017,2450000,2450000,3650000,lilys_store,3548,130,0,2,353,130,4.971154,1662.0,92,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2325102,339.78366065839884
16587523424,304859479,Áo khoác len hoạ tiết ô vuông viền xanh - Áo khoác len cúc bọc hàng QC chất đẹp,97,2,2,0,100017,2550000,2550000,2550000,lilys_store,3548,130,0,2,353,130,4.971154,1662.0,92,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1641520,324.14989264559887
11850985541,304859479,Áo khoác dạ tweed cúc ngọc hàng đẹp - Áo khoác dạ phong cách tiểu thư sang chảnh (Chuẩn Hàng Quảng Châu Cao Cấp),195,1,28,0,100017,4500000,4500000,4500000,lilys_store,3548,130,0,2,353,130,4.971154,1662.0,92,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16773107,18297000,325.87231721896677
4240868826,73635242,"❌Hàng VNXK❌ Áo Khoác Nỉ TNF Chống Nước, Chống lạnh, Đi Phượt, Big Size- Form Âu (55-110kg)",2247,395,2914,0,100011,2650000,2650000,2790000,ktrip,15411,253,187,63,9438,253,4.885042,7434.0,91,1,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39277620,34065000,324.14989264559887
7776434502,73635242,"Áo khoác phao nữ dáng ngắn cao cấp Bigsize [40-75kg]ao phao siêu nhẹ ,kháng nước, cực ấm, cực đẹp, mũ áo có thể tháo rời",361,38,432,0,100017,2480000,2480000,2680000,ktrip,15411,253,187,63,9438,253,4.885042,7434.0,91,0,1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31536000,24960640,325.87231721896677
4932793217,73635242,"Áo khoác gió cao cấp 2 lớp Size Á, chất gió tráng bạc, chống nước,chống gió, ngăn tia UV tuyệt đối- Bảo hành 12 tháng",957,30,84,0,100017,2680000,2680000,2680000,ktrip,15411,253,187,63,9438,253,4.885042,7434.0,91,1,0,0,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44386085,34065000,329.5219575852767
1482604993,73635242,"Áo Khoác Gió 2 lớp [Hàng Xuất Khẩu] Size Á Chống Nước  TNF cao cấp unisex, Áo gió chống nước, đi phượt- Size 40-75kg",1068,73,508,0,100017,2380000,2380000,2680000,ktrip,15411,253,187,63,9438,253,4.885042,7434.0,91,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65034895,65601000,339.78366065839884
4505048120,73635242,"[SALE, 70-120kg] Áo Khoác 3 lớp  Đi Tuyết Bigsize TNF  Chống Nước,Chống Lạnh,Cản Gió 100%-Bảo hành 12m",25,0,69,0,100011,6490000,6490000,6490000,ktrip,15411,253,187,63,9438,253,4.885042,7434.0,91,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47304000,47216674,325.87231721896677
4940873318,73635242,"❌XẢ KHO VNXK,Unisex❌ Áo Khoác nỉ TNF chống nước, Chống lạnh ,Đi phượt, Bigsize,-SIZE Á",452,13,206,0,100017,2517500,2517500,2650500,ktrip,15411,253,187,63,9438,253,4.885042,7434.0,91,1,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39276913,34065000,339.78366065839884
